customer_no,Full_Date,deliquency_months,recovery_amt,recovery_branch
19627,2018-10-01,12 Months,4.71,Mumbai
19628,2017-12-01,30 Days,5.3,Aurangabad
19629,2018-01-01,6 Month,5.3,Shillong
19630,2018-10-01,6 Month,4.12,Gandhinagar
19634,2018-09-01,24 Months and more,4.2,Delhi
19636,2017-10-01,12 Months,2.36,Chennai
19638,2018-02-01,90 Days,4.2,Aurangabad
19639,2017-02-01,6 Month,5.3,Chennai
19640,2018-06-01,6 Month,4.2,Nagpur
19641,2018-12-01,60 Days,13.98,Chandigarh
19642,2018-02-01,30 Days,6.99,Nagpur
19644,2018-10-01,12 Months,8.39,Srinagar
19645,2017-09-01,12 Months,8.39,Bhopal
19646,2018-10-01,60 Days,5.3,Nagpur
19647,2017-04-01,90 Days,2.94,Ranchi
19650,2017-03-01,90 Days,15.38,Jaipur
19654,2017-03-01,24 Months and more,2.8,Jaipur
19655,2017-05-01,6 Month,8.39,Chandigarh
19656,2017-07-01,24 Months and more,1.77,Gandhinagar
19657,2018-02-01,60 Days,15.38,Pune
19658,2018-09-01,30 Days,5.89,Jaipur
19659,2018-12-01,60 Days,2.36,Aurangabad
19662,2017-02-01,24 Months and more,2.94,Nagpur
19663,2018-12-01,60 Days,2.36,Pune
19664,2018-03-01,60 Days,1.18,Delhi
19666,2018-12-01,90 Days,12.95,Pune
19669,2018-10-01,24 Months and more,2.36,Gandhinagar
19670,2018-07-01,90 Days,2.8,Mumbai
19672,2018-01-01,30 Days,1.4,Delhi
19673,2017-04-01,60 Days,14.13,Aurangabad
19674,2018-02-01,60 Days,0.59,Ranchi
19675,2018-02-01,6 Month,1.4,Aurangabad
19678,2017-08-01,12 Months,2.94,Nasik
19679,2018-08-01,24 Months and more,3.53,Jaipur
19680,2017-03-01,24 Months and more,3.53,Gandhinagar
19685,2017-01-01,6 Month,7.07,Aurangabad
19686,2017-01-01,24 Months and more,10.6,Nasik
19688,2017-09-01,30 Days,0.59,Chennai
19689,2017-08-01,30 Days,1.77,Chandigarh
19690,2018-01-01,60 Days,14.13,Shillong
19691,2018-04-01,90 Days,2.94,Jaipur
19692,2018-04-01,6 Month,2.94,Nasik
19693,2017-08-01,30 Days,11.78,Nasik
19694,2017-11-01,60 Days,4.2,Bhopal
19696,2017-01-01,90 Days,6.48,Srinagar
19699,2018-12-01,60 Days,9.79,Nasik
19700,2017-03-01,60 Days,12.59,Aurangabad
19701,2018-08-01,60 Days,11.19,Srinagar
19702,2017-12-01,12 Months,1.18,Ranchi
19703,2018-06-01,90 Days,3.53,Aurangabad
19707,2018-06-01,12 Months,4.71,Ranchi
19710,2017-03-01,6 Month,5.59,Pune
19713,2017-09-01,90 Days,4.71,Pune
19714,2018-08-01,60 Days,1.18,Jaipur
19716,2018-05-01,60 Days,1.18,Jaipur
19717,2018-08-01,30 Days,5.59,Gandhinagar
19719,2017-02-01,90 Days,7.07,Chennai
19721,2018-07-01,90 Days,4.71,Shillong
19722,2018-07-01,24 Months and more,12.95,Shillong
19723,2017-11-01,12 Months,4.12,Chennai
19724,2018-09-01,24 Months and more,5.59,Aurangabad
19725,2017-06-01,24 Months and more,13.98,Nasik
19726,2017-12-01,24 Months and more,5.3,Bhopal
19727,2018-01-01,60 Days,5.59,Bengaluru
19728,2017-05-01,60 Days,2.94,Shillong
19729,2018-11-01,24 Months and more,16.78,Bengaluru
19730,2017-04-01,24 Months and more,10.6,Aurangabad
19731,2017-05-01,24 Months and more,7.07,Bhopal
19732,2017-01-01,12 Months,2.94,Delhi
19733,2017-12-01,30 Days,5.89,Nasik
19734,2017-03-01,12 Months,5.89,Jaipur
19736,2018-02-01,30 Days,9.79,Bhopal
19737,2018-05-01,6 Month,6.48,Pune
19739,2017-12-01,6 Month,2.94,Gandhinagar
19741,2017-04-01,90 Days,9.42,Bhopal
19742,2017-05-01,6 Month,5.3,Gandhinagar
19744,2018-10-01,24 Months and more,2.8,Jaipur
19745,2018-03-01,60 Days,0.59,Chandigarh
19747,2017-03-01,30 Days,4.71,Srinagar
19748,2017-05-01,30 Days,0.59,Ranchi
19750,2018-12-01,60 Days,8.39,Pune
19752,2018-10-01,30 Days,5.3,Bhopal
19754,2017-11-01,12 Months,2.8,Gandhinagar
19755,2017-12-01,6 Month,11.78,Chandigarh
19756,2018-07-01,30 Days,8.39,Chennai
19758,2018-05-01,30 Days,2.36,Jaipur
19760,2018-05-01,90 Days,3.53,Chennai
19762,2018-12-01,60 Days,2.36,Bengaluru
19763,2017-11-01,24 Months and more,2.36,Bengaluru
19766,2017-12-01,30 Days,3.53,Srinagar
19768,2018-09-01,60 Days,16.78,Delhi
19769,2018-09-01,30 Days,5.3,Chandigarh
19772,2017-07-01,60 Days,5.89,Mumbai
19773,2018-01-01,12 Months,4.2,Jaipur
19774,2017-02-01,24 Months and more,13.98,Gandhinagar
19775,2018-05-01,24 Months and more,6.99,Chennai
19776,2018-07-01,12 Months,0.59,Mumbai
19778,2018-09-01,90 Days,6.48,Chandigarh
19779,2017-09-01,24 Months and more,12.59,Bengaluru
19780,2018-05-01,30 Days,15.38,Chandigarh
19781,2018-09-01,6 Month,5.59,Pune
19782,2018-11-01,24 Months and more,12.59,Mumbai
19783,2018-02-01,90 Days,1.18,Aurangabad
19784,2018-02-01,30 Days,9.79,Chandigarh
19785,2018-12-01,30 Days,16.78,Nasik
19786,2017-01-01,90 Days,11.78,Delhi
19787,2018-10-01,60 Days,1.77,Ranchi
19793,2017-03-01,90 Days,3.53,Ranchi
19794,2018-04-01,6 Month,4.71,Bhopal
19795,2017-08-01,12 Months,2.36,Nagpur
19796,2017-11-01,30 Days,6.99,Gandhinagar
19797,2018-12-01,90 Days,5.89,Shillong
19798,2018-04-01,90 Days,0.59,Nasik
19799,2018-12-01,90 Days,8.39,Aurangabad
19800,2018-05-01,90 Days,16.78,Nagpur
19801,2018-09-01,12 Months,2.36,Nasik
19802,2018-09-01,12 Months,1.18,Jaipur
19803,2017-07-01,90 Days,7.07,Pune
19807,2017-09-01,6 Month,2.36,Bengaluru
19812,2018-02-01,12 Months,1.18,Bhopal
19813,2017-07-01,90 Days,1.18,Gandhinagar
19814,2018-09-01,24 Months and more,6.99,Gandhinagar
19815,2017-04-01,60 Days,11.78,Aurangabad
19816,2018-05-01,6 Month,4.12,Pune
19817,2017-11-01,6 Month,4.2,Nagpur
19818,2018-10-01,90 Days,4.12,Gandhinagar
19820,2018-07-01,12 Months,2.36,Delhi
19821,2017-08-01,6 Month,5.59,Bengaluru
19822,2017-03-01,60 Days,5.89,Mumbai
19823,2017-05-01,60 Days,2.94,Shillong
19827,2018-01-01,60 Days,4.12,Jaipur
19828,2018-11-01,60 Days,5.59,Nagpur
19829,2017-08-01,90 Days,4.12,Srinagar
19831,2017-08-01,90 Days,4.71,Bengaluru
19832,2018-06-01,24 Months and more,2.94,Srinagar
19834,2017-04-01,12 Months,2.8,Pune
19838,2018-02-01,60 Days,1.77,Shillong
19840,2018-06-01,90 Days,16.78,Aurangabad
19841,2017-11-01,6 Month,16.78,Delhi
19842,2018-12-01,30 Days,1.77,Ranchi
19844,2018-02-01,12 Months,4.12,Mumbai
19845,2018-09-01,12 Months,5.3,Ranchi
19847,2018-09-01,12 Months,13.98,Jaipur
19849,2018-06-01,60 Days,2.94,Nasik
19850,2018-09-01,6 Month,6.99,Delhi
19851,2018-10-01,30 Days,8.39,Bengaluru
19852,2018-08-01,30 Days,0.59,Pune
19853,2017-10-01,30 Days,4.71,Gandhinagar
19854,2017-07-01,90 Days,12.59,Bhopal
19855,2017-12-01,30 Days,2.94,Shillong
19856,2017-10-01,24 Months and more,6.48,Bengaluru
19857,2018-03-01,6 Month,4.2,Pune
19858,2017-01-01,24 Months and more,6.48,Mumbai
19859,2017-06-01,24 Months and more,15.38,Chandigarh
19860,2017-06-01,60 Days,4.2,Mumbai
19861,2017-12-01,24 Months and more,4.12,Aurangabad
19862,2018-07-01,60 Days,4.12,Nagpur
19864,2017-04-01,12 Months,1.77,Jaipur
19865,2018-06-01,24 Months and more,7.07,Nagpur
19868,2017-03-01,30 Days,10.6,Srinagar
19869,2018-02-01,30 Days,5.59,Bengaluru
19870,2018-03-01,6 Month,13.98,Ranchi
19874,2018-11-01,24 Months and more,8.24,Delhi
19877,2017-08-01,30 Days,5.59,Bhopal
19879,2017-04-01,60 Days,1.18,Jaipur
19880,2017-02-01,30 Days,5.3,Chennai
19881,2018-01-01,90 Days,4.71,Srinagar
19882,2017-10-01,90 Days,5.3,Bengaluru
19884,2018-07-01,6 Month,6.99,Jaipur
19886,2017-03-01,90 Days,5.3,Pune
19887,2018-06-01,90 Days,4.2,Gandhinagar
19888,2018-01-01,6 Month,1.18,Chandigarh
19889,2017-09-01,60 Days,3.53,Srinagar
19890,2018-06-01,60 Days,3.53,Pune
19892,2017-02-01,30 Days,2.36,Bhopal
19893,2018-11-01,6 Month,11.78,Nagpur
19894,2018-02-01,90 Days,2.8,Delhi
19896,2017-04-01,30 Days,4.71,Mumbai
19897,2017-11-01,60 Days,1.77,Chandigarh
19900,2017-11-01,90 Days,2.8,Mumbai
19901,2018-06-01,90 Days,12.59,Pune
19902,2018-11-01,60 Days,4.2,Mumbai
19904,2017-02-01,6 Month,6.48,Ranchi
19906,2018-11-01,24 Months and more,5.89,Aurangabad
19907,2017-11-01,6 Month,3.53,Chennai
19908,2018-10-01,24 Months and more,6.48,Mumbai
19909,2017-02-01,24 Months and more,15.38,Chennai
19910,2018-06-01,60 Days,3.53,Bengaluru
19911,2018-07-01,90 Days,6.48,Jaipur
19912,2017-02-01,90 Days,9.79,Delhi
19914,2018-08-01,6 Month,4.2,Delhi
19915,2018-08-01,60 Days,3.53,Bengaluru
19916,2017-06-01,6 Month,5.89,Srinagar
19917,2017-06-01,24 Months and more,6.48,Nasik
19918,2017-11-01,12 Months,9.42,Chennai
19920,2017-08-01,30 Days,13.98,Nagpur
19921,2017-07-01,24 Months and more,5.89,Bhopal
19923,2017-11-01,30 Days,2.36,Jaipur
19924,2017-05-01,60 Days,9.79,Nagpur
19926,2017-07-01,6 Month,5.89,Ranchi
19927,2017-09-01,24 Months and more,6.48,Chennai
19928,2017-08-01,60 Days,12.59,Bengaluru
19930,2017-12-01,24 Months and more,14.13,Aurangabad
19932,2017-12-01,6 Month,4.71,Gandhinagar
19934,2017-12-01,12 Months,6.48,Shillong
19935,2017-10-01,6 Month,3.53,Nasik
19938,2017-03-01,90 Days,1.77,Gandhinagar
19939,2018-05-01,30 Days,1.77,Nagpur
19940,2017-09-01,6 Month,1.18,Delhi
19942,2017-09-01,90 Days,1.18,Bhopal
19943,2018-03-01,24 Months and more,6.48,Chandigarh
19947,2017-10-01,30 Days,5.59,Pune
19949,2017-03-01,60 Days,2.36,Shillong
19952,2017-06-01,24 Months and more,5.3,Pune
19953,2018-11-01,24 Months and more,4.12,Nagpur
19956,2018-08-01,12 Months,16.78,Gandhinagar
19957,2017-02-01,60 Days,0.59,Shillong
19958,2018-06-01,30 Days,8.39,Srinagar
19960,2018-06-01,90 Days,6.48,Aurangabad
19961,2018-05-01,30 Days,15.38,Mumbai
19962,2017-11-01,6 Month,6.99,Gandhinagar
19963,2018-11-01,90 Days,7.07,Shillong
19964,2017-02-01,6 Month,6.48,Nasik
19965,2018-05-01,30 Days,10.6,Nagpur
19966,2018-03-01,60 Days,2.94,Pune
19968,2018-10-01,12 Months,8.24,Jaipur
19972,2017-10-01,6 Month,15.38,Aurangabad
19973,2018-10-01,24 Months and more,5.89,Chennai
19975,2017-04-01,6 Month,12.59,Nasik
19976,2017-01-01,90 Days,4.71,Srinagar
19979,2017-03-01,12 Months,1.4,Gandhinagar
19980,2017-07-01,24 Months and more,2.8,Pune
19982,2018-06-01,12 Months,16.78,Bengaluru
19984,2018-07-01,30 Days,11.78,Ranchi
19985,2017-06-01,12 Months,1.18,Pune
19987,2018-03-01,60 Days,4.2,Nasik
19989,2017-11-01,90 Days,2.8,Shillong
19990,2018-08-01,12 Months,2.94,Delhi
19991,2018-02-01,12 Months,0.59,Ranchi
19993,2017-02-01,6 Month,0.59,Chandigarh
19994,2018-03-01,24 Months and more,3.53,Nagpur
19995,2018-02-01,90 Days,4.2,Chandigarh
19996,2017-12-01,12 Months,1.4,Chennai
20000,2017-03-01,90 Days,4.12,Delhi
20003,2018-11-01,60 Days,13.98,Bhopal
20005,2018-06-01,6 Month,7.07,Bhopal
20006,2017-05-01,6 Month,6.48,Shillong
20007,2017-09-01,24 Months and more,5.59,Chandigarh
20009,2017-05-01,6 Month,2.36,Nagpur
20010,2017-12-01,6 Month,4.12,Aurangabad
20011,2017-04-01,12 Months,1.18,Ranchi
20013,2018-05-01,90 Days,6.48,Nagpur
20014,2018-02-01,24 Months and more,7.07,Gandhinagar
20016,2017-08-01,6 Month,15.38,Bengaluru
20017,2018-08-01,24 Months and more,5.89,Srinagar
20020,2018-09-01,6 Month,7.07,Nasik
20021,2017-06-01,12 Months,2.36,Chandigarh
20022,2018-04-01,90 Days,9.42,Srinagar
20023,2017-05-01,60 Days,11.78,Pune
20024,2017-05-01,30 Days,12.95,Jaipur
20025,2018-04-01,60 Days,16.78,Bhopal
20026,2018-01-01,6 Month,0.59,Mumbai
20027,2018-05-01,12 Months,13.98,Ranchi
20029,2017-05-01,30 Days,0.59,Gandhinagar
20030,2018-01-01,12 Months,1.4,Bhopal
20031,2017-10-01,12 Months,5.89,Delhi
20032,2017-03-01,24 Months and more,1.18,Chennai
20033,2018-07-01,60 Days,16.78,Ranchi
20034,2017-05-01,12 Months,4.2,Shillong
20035,2017-01-01,30 Days,16.78,Delhi
20036,2017-08-01,6 Month,5.89,Bengaluru
20037,2018-05-01,30 Days,0.59,Delhi
20038,2017-05-01,12 Months,8.24,Shillong
20040,2017-03-01,24 Months and more,2.8,Shillong
20042,2018-03-01,24 Months and more,8.24,Jaipur
20043,2017-09-01,24 Months and more,11.19,Pune
20045,2018-05-01,24 Months and more,2.8,Aurangabad
20046,2018-09-01,60 Days,1.18,Nasik
20047,2018-06-01,24 Months and more,15.38,Jaipur
20048,2018-05-01,90 Days,8.39,Chennai
20049,2018-05-01,12 Months,2.94,Shillong
20051,2017-11-01,24 Months and more,12.59,Bhopal
20053,2018-05-01,30 Days,1.18,Shillong
20055,2017-12-01,24 Months and more,12.59,Nasik
20056,2017-04-01,6 Month,5.3,Chennai
20057,2018-11-01,24 Months and more,7.07,Jaipur
20058,2018-09-01,90 Days,8.39,Nasik
20059,2018-08-01,6 Month,4.2,Chandigarh
20060,2018-12-01,30 Days,7.07,Chennai
20063,2018-07-01,6 Month,4.71,Srinagar
20065,2017-06-01,30 Days,2.36,Srinagar
20066,2018-03-01,6 Month,12.59,Gandhinagar
20067,2017-12-01,30 Days,6.48,Pune
20068,2017-08-01,12 Months,9.79,Delhi
20069,2018-01-01,60 Days,2.36,Chennai
20071,2018-06-01,30 Days,16.78,Bengaluru
20073,2017-07-01,90 Days,7.07,Chandigarh
20074,2017-10-01,12 Months,11.19,Jaipur
20078,2017-07-01,90 Days,3.53,Ranchi
20079,2018-05-01,6 Month,2.8,Jaipur
20082,2018-08-01,6 Month,2.36,Shillong
20083,2017-11-01,60 Days,12.59,Shillong
20084,2017-05-01,90 Days,4.12,Chennai
20086,2018-05-01,60 Days,1.18,Aurangabad
20088,2018-04-01,12 Months,5.3,Delhi
20089,2018-02-01,90 Days,6.48,Aurangabad
20090,2017-10-01,6 Month,6.48,Nagpur
20091,2017-11-01,6 Month,2.36,Bhopal
20092,2017-07-01,90 Days,2.36,Chennai
20093,2018-08-01,30 Days,4.2,Mumbai
20094,2017-07-01,60 Days,15.38,Nagpur
20095,2017-02-01,90 Days,1.77,Chennai
20098,2018-06-01,24 Months and more,3.53,Pune
20099,2018-06-01,24 Months and more,1.18,Delhi
20100,2017-04-01,12 Months,13.98,Chennai
20104,2017-12-01,24 Months and more,5.89,Aurangabad
20106,2017-03-01,60 Days,9.79,Gandhinagar
20107,2017-10-01,30 Days,11.78,Delhi
20108,2018-04-01,60 Days,6.99,Bhopal
20111,2018-09-01,30 Days,9.42,Bhopal
20112,2018-07-01,24 Months and more,9.42,Mumbai
20114,2018-05-01,6 Month,5.3,Nasik
20115,2018-01-01,6 Month,4.12,Jaipur
20117,2017-05-01,30 Days,9.79,Shillong
20119,2017-02-01,12 Months,3.53,Chennai
20120,2018-10-01,60 Days,1.4,Nasik
20121,2018-01-01,6 Month,9.42,Chennai
20123,2018-12-01,12 Months,16.78,Chandigarh
20124,2018-02-01,24 Months and more,2.36,Bengaluru
20125,2017-08-01,24 Months and more,4.12,Jaipur
20126,2017-06-01,60 Days,16.78,Pune
20129,2017-05-01,6 Month,1.4,Pune
20130,2018-07-01,90 Days,1.18,Jaipur
20132,2017-06-01,6 Month,1.77,Chandigarh
20133,2018-08-01,30 Days,4.71,Shillong
20134,2017-08-01,24 Months and more,4.71,Ranchi
20135,2017-07-01,12 Months,7.07,Mumbai
20136,2018-05-01,90 Days,4.2,Gandhinagar
20137,2017-02-01,6 Month,1.4,Delhi
20139,2017-11-01,24 Months and more,1.18,Ranchi
20145,2017-04-01,24 Months and more,8.39,Gandhinagar
20146,2017-10-01,6 Month,2.94,Mumbai
20148,2017-06-01,60 Days,4.12,Ranchi
20149,2017-06-01,12 Months,7.07,Chennai
20150,2018-12-01,60 Days,11.19,Delhi
20151,2018-09-01,60 Days,5.89,Delhi
20153,2017-07-01,24 Months and more,3.53,Shillong
20154,2017-05-01,90 Days,11.19,Jaipur
20155,2018-08-01,60 Days,7.07,Aurangabad
20156,2018-08-01,6 Month,11.19,Shillong
20158,2018-03-01,30 Days,3.53,Delhi
20159,2017-06-01,30 Days,10.6,Nasik
20160,2018-04-01,30 Days,2.36,Bengaluru
20162,2017-10-01,90 Days,4.71,Mumbai
20165,2017-04-01,60 Days,11.19,Chennai
20166,2017-01-01,90 Days,5.3,Mumbai
20168,2017-11-01,90 Days,1.4,Bhopal
20171,2017-12-01,12 Months,1.77,Chandigarh
20172,2018-05-01,90 Days,0.59,Nagpur
20176,2017-09-01,12 Months,4.12,Shillong
20177,2018-10-01,12 Months,5.89,Delhi
20178,2017-04-01,6 Month,1.18,Pune
20180,2018-02-01,90 Days,5.89,Aurangabad
20182,2017-04-01,30 Days,5.89,Ranchi
20184,2018-05-01,60 Days,7.07,Chandigarh
20185,2017-11-01,24 Months and more,2.36,Chandigarh
20186,2018-03-01,24 Months and more,6.48,Chennai
20188,2017-11-01,6 Month,2.36,Mumbai
20191,2017-04-01,90 Days,16.78,Gandhinagar
20192,2017-03-01,60 Days,2.36,Ranchi
20194,2018-12-01,6 Month,12.95,Srinagar
20196,2017-03-01,6 Month,2.94,Gandhinagar
20198,2018-11-01,30 Days,9.79,Nagpur
20199,2018-05-01,12 Months,4.71,Srinagar
20200,2017-12-01,6 Month,9.42,Nagpur
20201,2017-10-01,12 Months,1.77,Srinagar
20203,2018-02-01,12 Months,6.99,Nagpur
20204,2018-10-01,30 Days,4.71,Aurangabad
20206,2017-05-01,30 Days,4.12,Chandigarh
20207,2018-07-01,90 Days,2.36,Nasik
20210,2017-09-01,30 Days,15.38,Shillong
20211,2018-05-01,60 Days,5.59,Chennai
20212,2018-07-01,90 Days,1.77,Jaipur
20214,2017-09-01,24 Months and more,1.18,Pune
20216,2018-02-01,60 Days,0.59,Nasik
20217,2017-05-01,6 Month,5.89,Jaipur
20218,2018-05-01,60 Days,5.59,Chennai
20219,2017-11-01,24 Months and more,0.59,Chennai
20220,2017-04-01,60 Days,1.18,Bengaluru
20221,2018-10-01,60 Days,2.8,Ranchi
20222,2018-06-01,12 Months,2.8,Ranchi
20223,2018-12-01,12 Months,15.38,Gandhinagar
20224,2018-06-01,24 Months and more,4.71,Aurangabad
20225,2018-11-01,12 Months,11.19,Nasik
20226,2017-10-01,24 Months and more,4.2,Srinagar
20227,2017-11-01,60 Days,4.2,Chennai
20229,2017-12-01,60 Days,0.59,Delhi
20232,2018-09-01,6 Month,5.89,Bhopal
20233,2018-09-01,6 Month,1.18,Delhi
20234,2018-10-01,6 Month,6.99,Chandigarh
20235,2018-06-01,30 Days,8.39,Chandigarh
20236,2018-02-01,24 Months and more,2.36,Mumbai
20237,2017-04-01,30 Days,0.59,Chennai
20239,2017-11-01,12 Months,5.89,Nasik
20241,2018-03-01,24 Months and more,7.07,Nagpur
20242,2017-12-01,6 Month,8.39,Nagpur
20243,2017-04-01,30 Days,11.19,Chennai
20244,2018-04-01,30 Days,2.94,Nagpur
20245,2018-05-01,12 Months,0.59,Mumbai
20246,2018-09-01,12 Months,12.59,Srinagar
20248,2017-10-01,90 Days,5.59,Chandigarh
20249,2018-11-01,6 Month,15.38,Aurangabad
20251,2017-11-01,90 Days,11.19,Nasik
20254,2017-02-01,60 Days,13.98,Chandigarh
20256,2017-05-01,90 Days,15.38,Chennai
20258,2018-04-01,24 Months and more,13.98,Pune
20259,2018-04-01,90 Days,1.18,Srinagar
20260,2017-12-01,12 Months,10.6,Bengaluru
20262,2017-02-01,30 Days,14.13,Bhopal
20265,2017-11-01,60 Days,12.95,Chennai
20266,2018-04-01,30 Days,4.71,Nagpur
20267,2017-07-01,12 Months,15.38,Bhopal
20268,2017-12-01,24 Months and more,16.78,Chennai
20269,2017-05-01,60 Days,0.59,Jaipur
20270,2017-07-01,12 Months,5.89,Nagpur
20274,2018-02-01,12 Months,6.99,Jaipur
20276,2017-09-01,60 Days,3.53,Ranchi
20279,2017-07-01,90 Days,15.38,Pune
20280,2017-02-01,6 Month,4.12,Ranchi
20281,2018-03-01,24 Months and more,10.6,Srinagar
20282,2017-10-01,12 Months,6.99,Nagpur
20284,2017-10-01,24 Months and more,0.59,Bhopal
20287,2017-04-01,6 Month,4.12,Shillong
20289,2018-09-01,30 Days,4.12,Pune
20290,2017-03-01,24 Months and more,4.71,Nagpur
20292,2017-05-01,90 Days,4.71,Bhopal
20293,2017-05-01,24 Months and more,15.38,Nasik
20294,2018-08-01,24 Months and more,3.53,Shillong
20295,2017-04-01,30 Days,11.78,Srinagar
20296,2018-07-01,6 Month,6.99,Gandhinagar
20297,2018-06-01,60 Days,5.89,Shillong
20298,2018-06-01,30 Days,4.12,Aurangabad
20299,2018-12-01,6 Month,3.53,Chennai
20300,2017-03-01,90 Days,3.53,Mumbai
20302,2018-10-01,12 Months,13.98,Bhopal
20304,2018-06-01,30 Days,5.59,Nagpur
20305,2018-02-01,90 Days,5.59,Delhi
20307,2018-07-01,6 Month,1.18,Bengaluru
20308,2018-03-01,90 Days,5.89,Chennai
20309,2017-08-01,24 Months and more,1.18,Delhi
20312,2017-01-01,60 Days,4.2,Bhopal
20313,2018-05-01,60 Days,7.07,Bengaluru
20314,2017-01-01,60 Days,6.48,Pune
20315,2018-09-01,60 Days,8.24,Delhi
20317,2017-10-01,90 Days,5.3,Chandigarh
20318,2017-08-01,60 Days,8.24,Mumbai
20319,2018-12-01,30 Days,5.89,Jaipur
20320,2017-10-01,30 Days,6.48,Nasik
20321,2018-01-01,6 Month,16.78,Bhopal
20322,2017-05-01,90 Days,2.94,Shillong
20323,2017-12-01,30 Days,5.89,Chennai
20324,2017-09-01,30 Days,5.3,Jaipur
20326,2018-07-01,60 Days,12.95,Mumbai
20329,2018-07-01,24 Months and more,1.18,Shillong
20330,2017-05-01,12 Months,7.07,Delhi
20331,2018-02-01,12 Months,11.19,Nasik
20332,2017-04-01,90 Days,0.59,Nasik
20333,2017-09-01,6 Month,8.39,Nagpur
20334,2017-12-01,6 Month,1.18,Jaipur
20337,2018-02-01,12 Months,5.89,Delhi
20338,2018-08-01,90 Days,1.4,Jaipur
20339,2017-01-01,12 Months,6.48,Mumbai
20340,2018-07-01,24 Months and more,2.36,Srinagar
20341,2017-11-01,60 Days,15.38,Shillong
20342,2018-06-01,30 Days,4.12,Bengaluru
20343,2017-10-01,24 Months and more,6.99,Aurangabad
20344,2018-09-01,24 Months and more,12.59,Shillong
20348,2018-03-01,30 Days,6.48,Chandigarh
20349,2017-07-01,6 Month,3.53,Ranchi
20350,2017-08-01,30 Days,1.77,Shillong
20351,2017-12-01,24 Months and more,4.12,Bengaluru
20352,2018-02-01,30 Days,6.99,Nagpur
20353,2017-12-01,24 Months and more,9.42,Nasik
20354,2018-11-01,24 Months and more,6.48,Nasik
20356,2017-09-01,12 Months,5.89,Nasik
20357,2017-11-01,24 Months and more,6.48,Nasik
20359,2018-10-01,6 Month,5.3,Chennai
20360,2017-06-01,24 Months and more,8.39,Chennai
20361,2018-11-01,30 Days,2.36,Chandigarh
20362,2018-02-01,12 Months,11.19,Shillong
20366,2017-03-01,60 Days,5.59,Gandhinagar
20367,2018-04-01,24 Months and more,6.99,Pune
20368,2017-11-01,30 Days,6.99,Gandhinagar
20369,2018-02-01,12 Months,4.71,Nasik
20370,2017-04-01,30 Days,0.59,Delhi
20371,2018-11-01,12 Months,7.07,Pune
20372,2018-10-01,90 Days,6.99,Delhi
20374,2017-04-01,6 Month,13.98,Bengaluru
20375,2017-04-01,90 Days,4.12,Chennai
20377,2018-07-01,24 Months and more,1.18,Pune
20379,2017-11-01,90 Days,13.98,Chandigarh
20382,2018-12-01,30 Days,11.19,Gandhinagar
20383,2017-01-01,12 Months,10.6,Pune
20384,2018-06-01,24 Months and more,3.53,Srinagar
20386,2018-01-01,60 Days,2.8,Chandigarh
20387,2017-12-01,12 Months,4.71,Chandigarh
20388,2017-05-01,90 Days,4.12,Nasik
20390,2017-11-01,12 Months,3.53,Chennai
20392,2017-03-01,12 Months,2.8,Mumbai
20393,2018-06-01,90 Days,13.98,Bengaluru
20395,2017-02-01,6 Month,8.24,Nasik
20396,2018-03-01,6 Month,7.07,Srinagar
20398,2018-02-01,12 Months,8.39,Chandigarh
20399,2017-09-01,90 Days,5.59,Srinagar
20400,2017-10-01,60 Days,9.42,Aurangabad
20401,2017-07-01,60 Days,8.24,Mumbai
20402,2017-02-01,6 Month,0.59,Pune
20403,2018-10-01,60 Days,5.59,Delhi
20405,2017-08-01,60 Days,5.59,Chandigarh
20406,2018-03-01,60 Days,4.71,Nagpur
20407,2018-02-01,12 Months,13.98,Bhopal
20409,2017-12-01,90 Days,2.94,Aurangabad
20411,2017-07-01,90 Days,1.77,Pune
20412,2018-10-01,6 Month,5.3,Delhi
20413,2018-04-01,6 Month,11.19,Gandhinagar
20414,2018-09-01,60 Days,4.2,Pune
20415,2017-02-01,90 Days,15.38,Nasik
20418,2017-03-01,24 Months and more,0.59,Chennai
20420,2018-01-01,12 Months,4.71,Chandigarh
20422,2018-01-01,12 Months,2.36,Shillong
20423,2017-11-01,24 Months and more,0.59,Mumbai
20426,2018-02-01,60 Days,14.13,Bengaluru
20427,2018-12-01,30 Days,8.24,Chennai
20428,2018-08-01,6 Month,4.71,Delhi
20431,2017-06-01,30 Days,2.94,Bhopal
20433,2018-11-01,24 Months and more,4.71,Delhi
20437,2018-09-01,6 Month,9.79,Srinagar
20438,2018-05-01,24 Months and more,12.95,Delhi
20439,2017-04-01,12 Months,0.59,Delhi
20441,2018-11-01,6 Month,11.19,Delhi
20442,2018-04-01,12 Months,4.2,Gandhinagar
20447,2017-03-01,12 Months,4.2,Bhopal
20448,2018-01-01,12 Months,2.36,Nasik
20449,2018-10-01,30 Days,1.18,Srinagar
20451,2017-02-01,24 Months and more,5.59,Nasik
20452,2017-01-01,6 Month,3.53,Shillong
20453,2018-11-01,60 Days,5.89,Chennai
20456,2018-06-01,30 Days,4.12,Ranchi
20457,2017-09-01,90 Days,6.48,Shillong
20459,2017-05-01,6 Month,6.48,Aurangabad
20461,2017-04-01,30 Days,5.59,Aurangabad
20462,2018-06-01,12 Months,6.48,Chennai
20463,2017-06-01,30 Days,16.78,Ranchi
20465,2017-03-01,6 Month,6.48,Aurangabad
